key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,hour,month,weekday,distance_km
2009-01-01 03:44:13.0000001,8.2,2009-01-01 03:44:13+00:00,-73.991168,40.733678,-73.966542,40.753274,1,3,1,3,3.0086606067138852
2009-01-01 04:04:32.0000005,8.2,2009-01-01 04:04:32+00:00,-74.011712,40.70969,-74.008789,40.737568,1,4,1,3,3.1096634374702288
2009-01-01 04:18:11.0000002,4.2,2009-01-01 04:18:11+00:00,-73.981072,40.741604,-73.982447,40.735969,1,4,1,3,0.6372025201031962
2009-01-01 07:37:01.0000001,11.3,2009-01-01 07:37:01+00:00,-73.957339,40.780077,-73.998843,40.732019,1,7,1,3,6.38571586125103
2009-01-01 10:08:00.00000040,6.1,2009-01-01 10:08:00+00:00,-73.96305,40.772362,-73.972365,40.75903,2,10,1,3,1.6772234474597585
2009-01-01 10:35:15.0000002,5.7,2009-01-01 10:35:15+00:00,-73.967542,40.771915,-73.981305,40.778566,1,10,1,3,1.374786627549088
2009-01-01 10:48:00.0000006,5.7,2009-01-01 10:48:00+00:00,-73.948732,40.774058,-73.948913,40.787362,1,10,1,3,1.479415801752515
2009-01-01 10:59:00.00000019,14.1,2009-01-01 10:59:00+00:00,-73.985717,40.746262,-73.958782,40.71756,1,10,1,3,3.9162023507872066
2009-01-01 11:43:00.000000106,4.9,2009-01-01 11:43:00+00:00,-74.018215,40.704585,-74.006525,40.717497,5,11,1,3,1.7413253772870552
2009-01-01 12:07:23.0000003,16.1,2009-01-01 12:07:23+00:00,-73.977312,40.752075,-74.017569,40.708325,1,12,1,3,5.9306636550340155
2009-01-01 12:25:00.00000016,10.5,2009-01-01 12:25:00+00:00,-73.951527,40.769937,-73.990082,40.751598,2,12,1,3,3.8344439279051774
2009-01-01 12:33:37.0000001,4.5,2009-01-01 12:33:37+00:00,-74.002361,40.730234,-73.991891,40.736835,2,12,1,3,1.1476065582000752
2009-01-01 12:38:00.00000091,25.05,2009-01-01 12:38:00+00:00,-73.972608,40.743493,-73.861517,40.768253,1,12,1,3,9.753819576661002
2009-01-01 12:42:09.0000001,3.7,2009-01-01 12:42:09+00:00,-73.985077,40.726684,-73.987812,40.722594,1,12,1,3,0.5098540294699371
2009-01-01 12:46:14.0000002,6.5,2009-01-01 12:46:14+00:00,-73.978801,40.762411,-73.990274,40.756648,3,12,1,3,1.159488725504301
2009-01-01 12:56:00.00000019,3.3,2009-01-01 12:56:00+00:00,-73.9647,40.76406,-73.959795,40.770987,2,12,1,3,0.8740206913842472
2009-01-01 13:10:20.0000001,8.1,2009-01-01 13:10:20+00:00,-73.996758,40.735547,-73.979231,40.761082,1,13,1,3,3.2003016976676637
2009-01-01 13:16:51.0000002,4.1,2009-01-01 13:16:51+00:00,-73.984731,40.75864,-73.986774,40.750381,1,13,1,3,0.9343427730833455
2009-01-01 14:08:11.0000001,4.5,2009-01-01 14:08:11+00:00,-73.978156,40.786347,-73.970798,40.79682,1,14,1,3,1.3190369354285247
2009-01-01 14:25:09.0000001,12.1,2009-01-01 14:25:09+00:00,-73.973876,40.794861,-73.994651,40.750641,1,14,1,3,5.218983937026816
2009-01-01 14:29:00.00000025,32.65,2009-01-01 14:29:00+00:00,-73.872978,40.774098,-73.982055,40.762908,3,14,1,3,9.269692010941053
2009-01-01 14:37:00.000000166,7.3,2009-01-01 14:37:00+00:00,-73.953555,40.78792,-73.97863,40.79092,1,14,1,3,2.1371940499674786
2009-01-01 14:43:00.0000001,28.3,2009-01-01 14:43:00+00:00,-73.981325,40.760317,-73.871075,40.773868,1,14,1,3,9.406255947833536
2009-01-01 14:54:09.0000001,12.1,2009-01-01 14:54:09+00:00,-73.950233,40.780038,-73.994893,40.760607,1,14,1,3,4.337351754656688
2009-01-01 14:57:00.000000119,4.5,2009-01-01 14:57:00+00:00,-73.949325,40.785373,-73.946523,40.777358,1,14,1,3,0.9219247529424924
2009-01-01 14:57:00.0000001,8.1,2009-01-01 14:57:00+00:00,-73.972733,40.75182,-73.951307,40.777763,5,14,1,3,3.4026128012194787
2009-01-01 15:19:00.000000146,5.3,2009-01-01 15:19:00+00:00,-73.949937,40.784427,-73.948735,40.773738,5,15,1,3,1.1928638874384787
2009-01-01 15:28:32.0000001,3.7,2009-01-01 15:28:32+00:00,-73.956385,40.77122,-73.960698,40.765595,4,15,1,3,0.7232840793269516
2009-01-01 16:03:00.000000174,10.1,2009-01-01 16:03:00+00:00,-73.994598,40.75075,-73.975632,40.788997,3,16,1,3,4.542892313943037
2009-01-01 16:19:00.000000141,7.7,2009-01-01 16:19:00+00:00,-74.002017,40.745095,-74.005468,40.720027,5,16,1,3,2.8025601380441874
2009-01-01 16:37:00.000000146,6.1,2009-01-01 16:37:00+00:00,-73.988015,40.7692,-73.972528,40.782725,5,16,1,3,1.9905679163312473
2009-01-01 16:52:00.00000053,8.5,2009-01-01 16:52:00+00:00,-73.967647,40.763077,-73.977438,40.787097,2,16,1,3,2.7952544598039895
2009-01-01 17:07:00.000000108,6.5,2009-01-01 17:07:00+00:00,-73.95918,40.783258,-73.980993,40.780903,2,17,1,3,1.8551578977769403
2009-01-01 17:07:00.000000115,4.5,2009-01-01 17:07:00+00:00,-73.980222,40.780948,-73.969977,40.794653,1,17,1,3,1.7510838635189419
2009-01-01 17:16:00.00000010,6.9,2009-01-01 17:16:00+00:00,-73.979342,40.767055,-73.998647,40.757673,1,17,1,3,1.9318079991629196
2009-01-01 17:22:04.0000001,14.9,2009-01-01 17:22:04+00:00,-74.011474,40.702821,-73.98099,40.750191,2,17,1,3,5.860308638980164
2009-01-01 17:24:00.000000105,8.5,2009-01-01 17:24:00+00:00,-73.995593,40.71704,-73.992988,40.742435,1,17,1,3,2.832313835711044
2009-01-01 17:24:26.0000009,7.3,2009-01-01 17:24:26+00:00,-73.983154,40.734693,-74.004764,40.728537,1,17,1,3,1.945286811410673
2009-01-01 17:25:15.0000003,7.3,2009-01-01 17:25:15+00:00,-73.975181,40.752592,-73.97223,40.764764,1,17,1,3,1.3760976283845088
2009-01-01 18:11:58.0000002,7.3,2009-01-01 18:11:58+00:00,-73.980622,40.770675,-73.970775,40.793714,1,18,1,3,2.692638324314953
2009-01-01 18:33:20.0000005,5.3,2009-01-01 18:33:20+00:00,-73.967847,40.76272,-73.979407,40.761482,1,18,1,3,0.9832906512675305
2009-01-01 18:57:45.0000001,4.1,2009-01-01 18:57:45+00:00,-73.988049,40.735421,-73.981225,40.741232,2,18,1,3,0.864908639964232
2009-01-01 19:13:51.0000001,6.1,2009-01-01 19:13:51+00:00,-73.977275,40.787152,-73.96851,40.804408,2,19,1,3,2.0557508487765173
2009-01-01 19:14:00.00000065,5.7,2009-01-01 19:14:00+00:00,-73.983127,40.760328,-73.964812,40.770737,1,19,1,3,1.9284146276332215
2009-01-01 19:38:59.0000001,6.9,2009-01-01 19:38:59+00:00,-73.986551,40.748159,-74.008158,40.74865,1,19,1,3,1.8209794435112812
2009-01-01 19:57:19.0000004,5.3,2009-01-01 19:57:19+00:00,-73.988837,40.739647,-73.989742,40.730037,1,19,1,3,1.0713004016851733
2009-01-01 20:02:58.0000001,6.2,2009-01-01 20:02:58+00:00,-73.975111,40.7577,-73.980283,40.754036,1,20,1,3,0.5964641239347335
2009-01-01 20:10:00.00000075,13.3,2009-01-01 20:10:00+00:00,-73.985223,40.763067,-73.98539,40.723393,5,20,1,3,4.41156995381307
2009-01-01 20:10:00.00000071,9.3,2009-01-01 20:10:00+00:00,-73.98197,40.768737,-73.954798,40.77319,1,20,1,3,2.341137701584167
2009-01-01 20:23:05.0000002,10.5,2009-01-01 20:23:05+00:00,-73.965028,40.754164,-73.973177,40.789986,3,20,1,3,4.0419030136797085
2009-01-01 20:40:00.000000116,6.5,2009-01-01 20:40:00+00:00,-73.976573,40.6828,-73.98347,40.664672,5,20,1,3,2.097982902545666
2009-01-01 20:53:16.0000002,10.2,2009-01-01 20:53:16+00:00,-74.007301,40.707213,-74.006208,40.735009,1,20,1,3,3.0921464319184557
2009-01-01 21:55:00.00000059,11.7,2009-01-01 21:55:00+00:00,-73.974408,40.761318,-73.999768,40.71944,5,21,1,3,5.123382399367882
2009-01-01 22:18:17.0000004,5.0,2009-01-01 22:18:17+00:00,-73.998505,40.72471,-74.006644,40.731346,1,22,1,3,1.007397636303381
2009-01-01 22:21:00.00000044,10.5,2009-01-01 22:21:00+00:00,-73.990765,40.734158,-73.976863,40.77662,5,22,1,3,4.864596298546004
2009-01-01 22:25:00.00000086,16.9,2009-01-01 22:25:00+00:00,-73.977595,40.787807,-73.976367,40.744125,1,22,1,3,4.85831764314187
2009-01-01 22:29:00.00000058,10.1,2009-01-01 22:29:00+00:00,-73.98341,40.762038,-74.000262,40.73634,1,22,1,3,3.1906827882634556
2009-01-01 22:40:03.0000003,8.6,2009-01-01 22:40:03+00:00,-73.98264,40.723124,-73.971274,40.751282,1,22,1,3,3.2741986197505213
2009-01-01 22:49:50.0000001,3.0,2009-01-01 22:49:50+00:00,-73.78314,40.648589,-73.785363,40.648206,1,22,1,3,0.19232013992822217
2009-01-01 23:04:00.000000132,7.3,2009-01-01 23:04:00+00:00,-74.0087,40.719302,-74.003568,40.72229,1,23,1,3,0.5453835302639467
2009-01-01 23:46:00.00000056,6.5,2009-01-01 23:46:00+00:00,-73.945528,40.782128,-73.942445,40.801475,1,23,1,3,2.16688772133162
2009-01-02 00:10:00.000000110,3.7,2009-01-02 00:10:00+00:00,-73.989127,40.721335,-73.98328,40.730333,1,0,1,4,1.1152722481022865
2009-01-02 01:14:25.0000001,15.4,2009-01-02 01:14:25+00:00,-73.995085,40.760258,-73.913517,40.764373,2,1,1,4,6.885023246003609
2009-01-02 01:33:00.00000053,4.5,2009-01-02 01:33:00+00:00,-73.998682,40.741942,-73.994308,40.738733,1,1,1,4,0.5129539665205419
2009-01-02 01:52:00.0000001,10.1,2009-01-02 01:52:00+00:00,-73.999567,40.728327,-73.994407,40.760945,2,1,1,4,3.652913181687545
2009-01-02 02:32:41.0000001,5.8,2009-01-02 02:32:41+00:00,-73.974822,40.782992,-73.988402,40.769227,1,2,1,4,1.91057846955287
2009-01-02 06:16:28.0000002,4.5,2009-01-02 06:16:28+00:00,-74.007389,40.708702,-74.011755,40.703672,1,6,1,4,0.6695288437137304
2009-01-02 06:19:00.0000001,3.3,2009-01-02 06:19:00+00:00,-73.990143,40.75617,-73.984335,40.756417,2,6,1,4,0.4899747850409437
2009-01-02 06:35:00.00000036,5.3,2009-01-02 06:35:00+00:00,-73.982225,40.776908,-73.984997,40.759972,1,6,1,4,1.897610815354208
2009-01-02 07:32:41.0000001,7.7,2009-01-02 07:32:41+00:00,-73.947831,40.776286,-73.938394,40.80486,1,7,1,4,3.2751036425868936
2009-01-02 08:33:29.0000001,28.65,2009-01-02 08:33:29+00:00,-73.981434,40.767695,-73.870694,40.773937,2,8,1,4,9.351320013092291
2009-01-02 08:56:00.00000064,9.7,2009-01-02 08:56:00+00:00,-73.939512,40.750652,-73.959043,40.777537,5,8,1,4,3.4121301853564012
2009-01-02 09:36:00.00000086,6.9,2009-01-02 09:36:00+00:00,-73.98212,40.777293,-73.961565,40.780033,1,9,1,4,1.7573649606255763
2009-01-02 09:43:19.0000003,5.7,2009-01-02 09:43:19+00:00,-73.961356,40.765949,-73.96247,40.77603,2,9,1,4,1.1248746364289477
2009-01-02 10:01:00.00000050,4.9,2009-01-02 10:01:00+00:00,-73.99511,40.728777,-73.988945,40.736595,1,10,1,4,1.0126983414181674
2009-01-02 10:13:46.0000001,14.5,2009-01-02 10:13:46+00:00,-73.947043,40.780107,-73.989034,40.751587,2,10,1,4,4.7500437729623615
2009-01-02 10:24:25.0000004,15.7,2009-01-02 10:24:25+00:00,-73.984692,40.764185,-74.008997,40.71099,1,10,1,4,6.259453659258959
2009-01-02 10:29:00.00000065,18.1,2009-01-02 10:29:00+00:00,-73.986075,40.746143,-73.924153,40.812123,3,10,1,4,9.000591264122663
2009-01-02 11:01:00.0000001,6.5,2009-01-02 11:01:00+00:00,-74.003675,40.743385,-73.993153,40.742512,1,11,1,4,0.8917390831145278
2009-01-02 11:04:00.000000115,2.5,2009-01-02 11:04:00+00:00,-73.973537,40.790022,-73.973472,40.790217,1,11,1,4,0.02236285099159515
2009-01-02 11:44:53.0000002,3.7,2009-01-02 11:44:53+00:00,-73.977269,40.790599,-73.977213,40.790842,1,11,1,4,0.02742855887835249
2009-01-02 12:07:06.0000001,7.7,2009-01-02 12:07:06+00:00,-73.972232,40.750978,-74.000547,40.737199,1,12,1,4,2.835066272758135
2009-01-02 12:23:00.00000059,4.5,2009-01-02 12:23:00+00:00,-73.983423,40.770302,-73.980563,40.761493,2,12,1,4,1.008695185080393
2009-01-02 12:25:26.0000002,6.5,2009-01-02 12:25:26+00:00,-73.973432,40.752056,-73.984327,40.758155,2,12,1,4,1.1410919395009027
2009-01-02 12:46:36.0000001,8.5,2009-01-02 12:46:36+00:00,-73.956788,40.774987,-73.981815,40.77114,2,12,1,4,2.150452569135097
2009-01-02 12:56:00.00000023,4.5,2009-01-02 12:56:00+00:00,-73.963665,40.763825,-73.966603,40.75759,5,12,1,4,0.7361363265360897
2009-01-02 13:00:32.0000001,11.7,2009-01-02 13:00:32+00:00,-73.98127,40.761412,-73.948953,40.786404,4,13,1,4,3.8895159783503575
2009-01-02 13:08:51.0000001,3.7,2009-01-02 13:08:51+00:00,-73.990341,40.76163,-73.996691,40.754359,1,13,1,4,0.9693949780359472
2009-01-02 13:12:00.0000004,5.3,2009-01-02 13:12:00+00:00,-73.987752,40.749843,-73.973482,40.750042,1,13,1,4,1.202272139624224
2009-01-02 13:27:27.0000005,4.1,2009-01-02 13:27:27+00:00,-73.979839,40.776027,-73.982041,40.771748,2,13,1,4,0.5106570920070682
2009-01-02 13:35:00.000000177,7.3,2009-01-02 13:35:00+00:00,-74.002278,40.734408,-73.989013,40.748703,5,13,1,4,1.9430723169315063
2009-01-02 13:49:00.00000042,3.3,2009-01-02 13:49:00+00:00,-73.967272,40.769197,-73.961433,40.77016,1,13,1,4,0.5032408807096496
2009-01-02 13:58:10.0000003,6.1,2009-01-02 13:58:10+00:00,-74.000843,40.722162,-74.002085,40.740272,1,13,1,4,2.0164576357507467
2009-01-02 13:59:00.00000022,6.9,2009-01-02 13:59:00+00:00,-73.990632,40.750412,-73.981523,40.761632,1,13,1,4,1.4646481393583803
2009-01-02 14:06:20.0000001,2.5,2009-01-02 14:06:20+00:00,-74.016967,40.709565,-74.017062,40.709092,1,14,1,4,0.0532012617879774
2009-01-02 14:10:00.00000057,4.1,2009-01-02 14:10:00+00:00,-73.949013,40.78029,-73.959323,40.770538,5,14,1,4,1.3890854666520742
2009-01-02 14:14:06.0000001,8.5,2009-01-02 14:14:06+00:00,-74.00293,40.739149,-73.97872,40.761482,2,14,1,4,3.2133969038378543
2009-01-02 15:20:00.00000091,3.7,2009-01-02 15:20:00+00:00,-73.958415,40.776623,-73.954562,40.779048,1,15,1,4,0.4218591941462219
2009-01-02 15:39:23.0000002,7.3,2009-01-02 15:39:23+00:00,-73.979852,40.726876,-73.997125,40.722438,1,15,1,4,1.536963972366333
2009-01-02 15:41:00.000000145,38.5,2009-01-02 15:41:00+00:00,-73.785652,40.640123,-73.943165,40.711797,1,15,1,4,15.490706052177904
2009-01-02 15:44:00.000000139,3.7,2009-01-02 15:44:00+00:00,-73.987682,40.779487,-73.982648,40.780667,2,15,1,4,0.4437033034474002
2009-01-02 15:44:00.00000015,4.5,2009-01-02 15:44:00+00:00,-73.99102,40.739858,-73.986318,40.735378,2,15,1,4,0.6364729206626872
2009-01-02 15:59:00.000000160,3.7,2009-01-02 15:59:00+00:00,-74.000313,40.737632,-74.004802,40.734537,5,15,1,4,0.5113599270774081
2009-01-02 16:26:13.0000003,10.7,2009-01-02 16:26:13+00:00,-73.975108,40.76434,-73.982426,40.779834,1,16,1,4,1.8297496216721203
2009-01-02 16:58:00.00000074,9.7,2009-01-02 16:58:00+00:00,-73.974735,40.759408,-73.993112,40.74963,4,16,1,4,1.8916171158449604
2009-01-02 17:12:31.0000002,8.7,2009-01-02 17:12:31+00:00,-73.975136,40.790179,-73.957011,40.778353,1,17,1,4,2.0144292362200473
2009-01-02 17:24:00.00000029,8.9,2009-01-02 17:24:00+00:00,-73.972152,40.781547,-73.985238,40.757923,5,17,1,4,2.848657822127069
2009-01-02 18:03:46.0000003,5.9,2009-01-02 18:03:46+00:00,-73.989471,40.762963,-73.992828,40.758185,1,18,1,4,0.601839053565928
2009-01-02 18:24:00.000000144,10.1,2009-01-02 18:24:00+00:00,-73.984553,40.748305,-73.991402,40.750573,2,18,1,4,0.6296565260541471
2009-01-02 18:36:00.00000040,6.1,2009-01-02 18:36:00+00:00,-73.965578,40.765708,-73.961042,40.757437,1,18,1,4,0.9958844455268878
2009-01-02 18:52:00.00000065,6.5,2009-01-02 18:52:00+00:00,-73.969358,40.766257,-73.974258,40.75083,5,18,1,4,1.764352854612363
2009-01-02 19:14:44.0000005,22.7,2009-01-02 19:14:44+00:00,-73.984952,40.768508,-74.009748,40.719403,1,19,1,4,5.846173702100925
2009-01-02 19:42:34.0000003,10.7,2009-01-02 19:42:34+00:00,-73.991193,40.733176,-74.016362,40.71024,2,19,1,4,3.3171251680025104
2009-01-02 20:38:00.000000171,6.1,2009-01-02 20:38:00+00:00,-73.952468,40.800498,-73.93901,40.817498,1,20,1,4,2.2036799420455004
2009-01-02 20:39:00.000000128,4.9,2009-01-02 20:39:00+00:00,-73.999317,40.739322,-74.001345,40.74905,2,20,1,4,1.0951133432679871
2009-01-02 20:59:00.00000044,8.9,2009-01-02 20:59:00+00:00,-73.99337,40.752688,-74.002905,40.724978,2,20,1,4,3.184213593747191
2009-01-02 21:14:00.000000152,14.5,2009-01-02 21:14:00+00:00,-73.994288,40.690395,-73.978985,40.734737,2,21,1,4,5.096516437051279
2009-01-02 21:17:00.00000093,8.9,2009-01-02 21:17:00+00:00,-73.992552,40.689878,-73.95626,40.681363,1,21,1,4,3.2032320311682314
2009-01-02 21:22:00.0000009,5.3,2009-01-02 21:22:00+00:00,-73.978613,40.729742,-73.992127,40.730458,1,21,1,4,1.1415044323964254
2009-01-02 21:22:10.0000003,9.0,2009-01-02 21:22:10+00:00,-73.980982,40.767743,-73.971149,40.747247,1,21,1,4,2.4248733764117887
2009-01-02 21:32:00.00000076,5.7,2009-01-02 21:32:00+00:00,-73.98275,40.739457,-73.969803,40.757195,2,21,1,4,2.2538368235496473
2009-01-02 21:32:00.00000060,6.5,2009-01-02 21:32:00+00:00,-73.988353,40.733253,-73.980642,40.721688,1,21,1,4,1.4408067146906736
2009-01-02 21:36:32.0000005,4.6,2009-01-02 21:36:32+00:00,-73.981997,40.730207,-73.981123,40.738074,1,21,1,4,0.8778646864513625
2009-01-02 22:29:00.00000090,12.1,2009-01-02 22:29:00+00:00,-73.993478,40.752065,-73.981539,40.72914,1,22,1,4,2.740414611060393
2009-01-02 23:01:49.0000004,7.0,2009-01-02 23:01:49+00:00,-73.951051,40.711024,-73.957034,40.729925,1,23,1,4,2.161332208858152
2009-01-02 23:11:00.000000153,8.9,2009-01-02 23:11:00+00:00,-73.976357,40.765452,-73.971685,40.797247,5,23,1,4,3.557259635876853
2009-01-02 23:13:00.00000022,5.7,2009-01-02 23:13:00+00:00,-73.957093,40.718385,-73.95818,40.733783,1,23,1,4,1.7146279312825927
2009-01-02 23:25:00.000000140,6.5,2009-01-02 23:25:00+00:00,-73.9847,40.74801,-73.981545,40.75982,2,23,1,4,1.33983237367997
2009-01-02 23:29:56.0000002,6.6,2009-01-02 23:29:56+00:00,-73.971032,40.756227,-73.955433,40.776979,2,23,1,4,2.6552624471661765
2009-01-03 00:01:59.0000001,3.8,2009-01-03 00:01:59+00:00,-73.952656,40.776588,-73.953299,40.780305,3,0,1,5,0.4168425705252884
2009-01-03 00:04:18.0000005,5.4,2009-01-03 00:04:18+00:00,-73.953982,40.778719,-73.961521,40.767838,2,0,1,5,1.3663502453757423
2009-01-03 00:33:58.0000002,13.0,2009-01-03 00:33:58+00:00,-73.984338,40.761951,-74.011915,40.7088,2,0,1,5,6.350457028972926
2009-01-03 00:36:00.00000016,4.9,2009-01-03 00:36:00+00:00,-73.956757,40.813632,-73.957637,40.801368,1,0,1,5,1.3657043958691322
2009-01-03 00:49:38.0000002,13.0,2009-01-03 00:49:38+00:00,-73.986655,40.725907,-73.968173,40.695083,3,0,1,5,3.7648781483643066
2009-01-03 01:06:54.0000001,6.1,2009-01-03 01:06:54+00:00,-73.994355,40.73897,-73.980994,40.73967,1,1,1,5,1.1283642669737763
2009-01-03 01:08:00.0000009,8.1,2009-01-03 01:08:00+00:00,-73.989498,40.691047,-73.973348,40.68966,1,1,1,5,1.3703597420902918
2009-01-03 01:56:30.0000001,18.1,2009-01-03 01:56:30+00:00,-73.95406,40.765375,-73.942974,40.843047,2,1,1,5,8.686990807536008
2009-01-03 02:03:28.0000003,8.2,2009-01-03 02:03:28+00:00,-73.988481,40.723428,-74.006802,40.733181,2,2,1,5,1.8866571576464113
2009-01-03 03:45:58.0000002,25.4,2009-01-03 03:45:58+00:00,-73.979634,40.761434,-73.988089,40.66734,4,3,1,5,10.487014827503753
2009-01-03 03:56:05.0000003,35.0,2009-01-03 03:56:05+00:00,-73.987599,40.728717,-73.799626,40.792564,3,3,1,5,17.350754921659608
2009-01-03 04:03:00.00000061,12.9,2009-01-03 04:03:00+00:00,-73.990248,40.732907,-73.957005,40.78305,3,4,1,5,6.23920322696349
2009-01-03 04:07:47.0000003,26.6,2009-01-03 04:07:47+00:00,-73.995993,40.744214,-73.870818,40.774088,2,4,1,5,11.053897396966963
2009-01-03 04:28:41.0000002,20.2,2009-01-03 04:28:41+00:00,-74.006554,40.732333,-73.950243,40.826556,4,4,1,5,11.500034708923124
2009-01-03 04:49:00.00000019,16.5,2009-01-03 04:49:00+00:00,-74.00214,40.739565,-73.929453,40.69685,1,4,1,5,7.7515210251031625
2009-01-03 08:04:00.00000037,4.9,2009-01-03 08:04:00+00:00,-73.993885,40.720503,-73.98552,40.729278,1,8,1,5,1.2037276541834727
2009-01-03 08:07:22.0000001,6.1,2009-01-03 08:07:22+00:00,-73.992642,40.713999,-74.010098,40.72,1,8,1,5,1.6154337375901413
2009-01-03 09:19:44.0000001,4.5,2009-01-03 09:19:44+00:00,-74.005428,40.736951,-73.994834,40.750499,1,9,1,5,1.7509985251049094
2009-01-03 11:18:53.0000001,12.5,2009-01-03 11:18:53+00:00,-73.96229,40.779024,-74.007024,40.746477,1,11,1,5,5.224179766496822
2009-01-03 12:00:16.0000002,6.9,2009-01-03 12:00:16+00:00,-74.008205,40.722074,-73.998577,40.722897,2,12,1,5,0.816517536378511
2009-01-03 12:20:48.0000001,12.5,2009-01-03 12:20:48+00:00,-73.982848,40.781786,-73.990041,40.735332,3,12,1,5,5.200856514961399
2009-01-03 12:26:25.0000001,5.7,2009-01-03 12:26:25+00:00,-73.982179,40.77251,-73.973662,40.787082,1,12,1,5,1.7719340208866072
2009-01-03 12:28:52.0000001,8.9,2009-01-03 12:28:52+00:00,-73.988603,40.740234,-74.00809,40.716731,1,12,1,5,3.0864723898188227
2009-01-03 12:30:00.00000065,4.5,2009-01-03 12:30:00+00:00,-73.99267,40.768332,-73.98726,40.761147,2,12,1,5,0.9197230655710742
2009-01-03 12:35:00.00000096,5.3,2009-01-03 12:35:00+00:00,-73.96087,40.769898,-73.94866,40.773777,1,12,1,5,1.1150057441333248
2009-01-03 12:46:57.0000002,7.3,2009-01-03 12:46:57+00:00,-73.99741,40.753817,-73.997857,40.765934,2,12,1,5,1.3478748234340152
2009-01-03 13:24:00.000000118,4.5,2009-01-03 13:24:00+00:00,-74.004445,40.733702,-74.00009,40.723768,2,13,1,5,1.1639724752246834
2009-01-03 13:27:00.00000051,3.7,2009-01-03 13:27:00+00:00,-73.963823,40.774163,-73.957648,40.782628,1,13,1,5,1.075323810423589
2009-01-03 13:38:00.000000114,6.9,2009-01-03 13:38:00+00:00,-73.987542,40.719715,-73.98225,40.740118,1,13,1,5,2.312117876017377
2009-01-03 13:38:25.0000003,6.9,2009-01-03 13:38:25+00:00,-73.985886,40.759092,-73.973453,40.764593,1,13,1,5,1.2127044137190763
2009-01-03 13:53:00.000000136,9.7,2009-01-03 13:53:00+00:00,-73.94454,40.750095,-73.942115,40.754375,1,13,1,5,0.5178997442046889
2009-01-03 13:54:00.000000115,8.9,2009-01-03 13:54:00+00:00,-73.982505,40.7313,-73.993962,40.751295,4,13,1,5,2.4238252328610788
2009-01-03 13:58:00.00000036,5.3,2009-01-03 13:58:00+00:00,-73.988067,40.733965,-73.974637,40.735328,2,13,1,5,1.1416737482968216
2009-01-03 13:58:12.0000002,4.9,2009-01-03 13:58:12+00:00,-73.998483,40.726361,-73.99506,40.740138,1,13,1,5,1.5588462622301273
2009-01-03 14:10:00.000000129,5.7,2009-01-03 14:10:00+00:00,-73.983328,40.764458,-73.974202,40.765628,2,14,1,5,0.7795095988202354
2009-01-03 14:10:00.00000047,4.9,2009-01-03 14:10:00+00:00,-73.97905,40.777832,-73.987918,40.767192,5,14,1,5,1.3990766500865
2009-01-03 14:30:40.0000002,6.1,2009-01-03 14:30:40+00:00,-73.955825,40.767832,-73.961838,40.779593,1,14,1,5,1.402363841780941
2009-01-03 14:34:00.00000092,2.9,2009-01-03 14:34:00+00:00,-73.964082,40.756828,-73.961552,40.760402,2,14,1,5,0.45093663683016466
2009-01-03 14:45:05.0000001,4.9,2009-01-03 14:45:05+00:00,-73.981018,40.780999,-73.976162,40.788928,1,14,1,5,0.9718455889509563
